,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,all_year_avail,low_avail,no_reviews
118,40.72555,-73.97965,5.420534999272286,1,115,2993,1.05,4,False,False,False
119,40.66831,-73.98604,4.605170185988092,2,354,2975,3.2,3,False,False,False
120,40.82754,-73.94919,5.14166355650266,2,195,3017,2.03,1,False,False,False
121,40.66499,-73.97925,5.993961427306569,2,16,2834,0.24,2,False,False,False
122,40.778420000000004,-73.97556,5.14166355650266,7,13,3012,0.12,1,False,False,False
123,40.72245,-73.98527,4.61512051684126,4,25,257,0.23,1,False,True,False
124,40.65593,-73.96053,4.330733340286331,2,9,2748,0.08,1,False,False,False
125,40.719229999999996,-73.96468,4.51085950651685,1,9,174,0.08,1,False,False,False
126,40.778,-73.94821999999999,5.017279836814924,5,21,2332,0.19,1,False,False,False
127,40.85879,-73.93128,4.454347296253507,15,36,2334,0.33,1,False,False,False
128,40.68332,-73.9547,4.2626798770413155,3,63,2969,0.58,2,False,False,False
129,40.816179999999996,-73.94894000000001,4.795790545596741,3,155,3006,1.42,3,False,False,False
130,40.68414,-73.96351,4.499809670330265,3,260,3019,2.35,1,False,False,False
131,40.72392,-73.99143000000001,5.225746673713202,5,73,3011,0.66,1,False,False,False
132,40.73494,-73.9503,3.9318256327243257,3,193,2975,1.86,1,False,True,False
133,40.713409999999996,-73.98855999999999,4.663439094112067,3,32,3000,0.29,1,False,False,False
134,40.767540000000004,-73.98399,4.875197323201151,2,50,2981,0.45,3,False,False,False
135,40.73442,-74.00303000000001,4.7535901911063645,29,26,3017,0.25,1,False,False,False
136,40.631879999999995,-73.93248,4.356708826689592,2,2,2836,0.02,1,False,False,False
137,40.6873,-73.9634,4.343805421853684,2,426,3010,3.89,3,False,False,False
138,40.682959999999994,-73.93661999999999,4.836281906951478,3,227,3009,2.09,2,False,False,False
139,40.6863,-73.96765,4.912654885736052,4,84,3017,0.77,3,True,False,False
140,40.73409,-73.95348,5.5254529391317835,29,3,2316,0.03,1,False,False,False
141,40.71561,-73.94835,5.298317366548036,3,10,2632,0.1,1,False,False,False
142,40.6857,-73.99183000000001,4.948759890378168,2,4,1854,0.04,1,False,True,False
143,40.74028,-73.83168,4.948759890378168,2,1,175,0.01,1,False,True,False
144,40.682809999999996,-73.93524000000001,4.7535901911063645,3,124,3006,1.72,2,False,False,False
145,40.715959999999995,-73.93938,5.081404364984463,3,11,3018,0.11,1,False,False,False
146,40.71492,-73.95935,5.278114659230517,4,240,3003,2.19,1,False,False,False
147,40.72354,-73.98295,5.278114659230517,3,30,3003,0.28,1,False,False,False
148,40.71165,-73.96087,4.394449154672439,3,200,3008,1.86,4,False,False,False
149,40.69101,-73.97312,3.8066624897703196,8,27,3015,1.05,5,False,False,False
150,40.73474,-74.00101,5.056245805348308,4,79,3008,0.74,1,False,False,False
151,40.67386,-73.96641,4.454347296253507,15,9,774,0.09,1,False,False,False
152,40.71536,-73.96056999999999,4.836281906951478,3,155,2999,1.61,1,False,True,False
153,40.6741,-73.96595,4.7535901911063645,15,4,2709,0.05,1,False,False,False
154,40.79295,-73.93997,4.248495242049359,2,34,2254,0.32,1,False,True,False
155,40.73226,-74.00401,5.420534999272286,45,134,2925,1.24,1,False,False,False
156,40.71363,-73.96398,4.836281906951478,6,27,2831,0.25,1,False,False,False
157,40.77711,-73.9527,5.393627546352362,4,126,3012,1.16,2,False,False,False
158,40.685590000000005,-73.98094,6.16541785423142,3,23,2835,0.27,1,False,False,False
159,40.77456,-73.95323,4.605170185988092,1,234,2994,2.6,2,False,False,False
160,40.710879999999996,-73.95055,4.248495242049359,4,202,2983,1.86,2,False,False,False
161,40.74559,-73.92313,4.382026634673881,30,28,2937,0.26,1,False,False,False
162,40.68306,-73.94659,4.912654885736052,2,309,3008,2.86,2,False,True,False
163,40.70207,-73.98571,5.5254529391317835,3,14,28,0.13,1,False,False,False
164,40.76123,-73.9642,5.5254529391317835,3,4,2006,0.08,1,True,False,False
165,40.66858,-73.99083,5.5254529391317835,2,80,3022,2.17,1,False,True,False
166,40.827040000000004,-73.94906999999999,4.394449154672439,3,2,1680,0.04,1,False,True,False
167,40.68843,-73.96408000000001,4.2626798770413155,2,294,3010,3.47,3,False,False,False
168,40.6783,-74.00135,5.111987788356544,2,150,3004,1.4,3,False,False,False
169,40.64524,-74.08088000000001,4.2626798770413155,2,166,2999,1.66,1,False,False,False
170,40.70641,-73.91765,3.9318256327243257,2,47,3005,0.94,1,False,False,False
171,40.83232,-73.93184000000001,3.713572066704308,1,219,3020,2.04,3,False,False,False
172,40.71045,-73.9677,5.017279836814924,2,193,1927,1.78,1,False,False,False
173,40.72518,-73.98034,4.836281906951478,1,84,3009,0.78,4,False,False,False
174,40.70666,-74.01374,5.2832037287379885,3,114,3006,1.06,1,False,True,False
175,40.690979999999996,-73.97113,4.709530201312334,2,213,3010,2.0,2,False,False,False
176,40.737559999999995,-74.00405,5.14166355650266,3,86,2987,0.8,1,False,False,False
177,40.815259999999995,-73.94791,5.111987788356544,3,80,2981,0.75,3,False,False,False
178,40.73423,-74.0046,5.017279836814924,26,38,1850,0.36,1,False,False,False
179,40.82374,-73.9373,4.61512051684126,2,18,2821,1.79,1,False,True,False
180,40.688629999999996,-73.97691,4.189654742026425,2,206,3016,1.92,2,False,True,False
181,40.70382,-73.89797,5.860786223465865,8,10,2967,0.11,5,True,False,False
182,40.80549,-73.95924000000001,4.605170185988092,4,122,2969,1.18,2,False,False,False
183,40.71627,-73.9587,5.303304908059076,4,33,2933,0.58,1,False,True,False
184,40.67994,-73.97863000000001,5.017279836814924,5,52,2991,0.5,1,False,False,False
185,40.67992,-73.9475,4.51085950651685,3,126,2974,1.17,4,False,False,False
186,40.67868,-73.97306999999999,4.795790545596741,3,51,3010,0.48,3,False,False,False
187,40.76834,-73.95334,4.330733340286331,3,199,3010,1.85,1,False,False,False
188,40.68237,-73.9415,5.170483995038151,26,30,525,0.29,1,True,False,False
189,40.74031,-73.99999,4.836281906951478,3,3,1572,0.03,1,False,True,False
190,40.76307,-73.99665,5.62040086571715,1,41,3012,0.38,1,False,False,False
191,40.71882,-73.98852,5.703782474656201,2,109,3001,1.04,1,False,False,False
192,40.6693,-73.98804,4.912654885736052,5,151,3008,1.43,3,False,False,False
193,40.77333,-73.95199000000001,4.875197323201151,14,0,0,0.0,2,False,True,True
194,40.72319,-73.99201,4.430816798843313,1,285,3008,2.69,1,False,True,False
195,40.74859,-73.99671,4.820281565605037,1,375,3004,3.52,1,False,False,False
196,40.67252,-73.76597,4.02535169073515,2,52,2975,0.49,2,True,False,False
197,40.762440000000005,-73.99271,5.278114659230517,5,10,3017,1.01,1,False,True,False
198,40.69546,-73.93503,4.394449154672439,2,11,2422,0.48,1,False,True,False
199,40.717220000000005,-73.87856,4.59511985013459,30,33,1503,0.31,5,False,False,False
200,40.70234,-73.89816,4.948759890378168,7,6,1655,0.06,5,True,False,False
201,40.71546,-73.87854,5.583496308781699,7,38,2952,0.38,5,True,False,False
202,40.7195,-73.95976,5.521460917862246,2,358,3006,3.44,2,False,False,False
203,40.76548,-73.98474,4.663439094112067,6,10,1016,0.09,1,True,False,False
204,40.80234,-73.95603,5.303304908059076,30,0,0,0.0,1,True,False,True
205,40.6787,-73.97261999999999,4.61512051684126,2,226,2992,2.12,3,False,False,False
206,40.81035,-73.94598,4.804021044733257,1,104,3008,1.0,5,False,False,False
207,40.83075,-73.93058,3.828641396489095,1,138,3016,1.45,3,False,False,False
208,40.79958,-73.94275,4.61512051684126,5,204,3009,1.92,1,False,False,False
209,40.71625,-73.93845,4.948759890378168,2,253,3018,3.04,1,False,False,False
210,40.6829,-73.93549,4.276666119016055,2,23,3017,0.22,1,False,False,False
211,40.72773,-73.99134000000001,4.875197323201151,2,115,2809,1.17,1,False,False,False
212,40.728609999999996,-74.0049,5.298317366548036,5,129,2974,1.22,1,False,False,False
213,40.709790000000005,-73.95161999999999,4.248495242049359,4,82,2996,1.13,2,False,False,False
214,40.68656,-73.97525,4.23410650459726,3,37,2835,0.35,1,False,True,False
215,40.72752,-73.98432,4.875197323201151,1,204,3017,2.04,1,False,False,False
216,40.729,-73.95829,5.278114659230517,2,69,2999,0.65,1,False,False,False
217,40.81219,-73.94499,4.174387269895637,1,192,2989,1.84,5,False,False,False
218,40.77185,-73.90502,4.948759890378168,2,17,3003,0.16,1,False,False,False
219,40.68926,-73.99386,5.075173815233827,2,222,3010,2.12,1,False,False,False
220,40.72821,-73.98701,5.247024072160486,3,205,3009,1.96,1,False,True,False
221,40.7672,-73.98508000000001,5.5254529391317835,3,94,2995,0.96,1,False,True,False
222,40.73012,-73.99053,5.480638923341991,3,7,2979,0.07,1,False,False,False
223,40.7403,-73.98498000000001,5.723585101952381,2,108,3016,1.09,1,False,False,False
224,40.809309999999996,-73.94343,5.049856007249537,3,222,3012,2.1,2,False,False,False
225,40.8251,-73.94287,4.110873864173311,1,458,3019,4.58,2,False,False,False
226,40.6585,-73.98397,4.912654885736052,2,21,2972,0.26,1,False,False,False
227,40.76193,-73.9501,4.795790545596741,7,17,2963,0.3,1,False,False,False
228,40.72052,-73.98589,5.017279836814924,3,41,2837,0.39,1,False,False,False
229,40.70411,-73.89934000000001,4.948759890378168,14,1,539,0.01,5,True,False,False
230,40.73401,-73.95966999999999,4.912654885736052,2,69,2974,0.67,1,False,False,False
231,40.71756,-73.99503,5.5254529391317835,4,18,3017,0.18,2,False,False,False
232,40.7589,-73.96991,5.5254529391317835,30,82,1744,0.78,1,False,True,False
233,40.72003,-74.00262,6.2166061010848646,4,94,3009,0.99,1,False,False,False
234,40.73194,-73.99474000000001,5.420534999272286,5,10,2966,0.1,1,False,False,False
235,40.79163,-73.94573000000001,4.836281906951478,28,183,2742,1.83,2,True,False,False
236,40.8118,-73.94434,4.532599493153256,1,189,2997,1.82,5,False,False,False
237,40.81583,-73.94707,5.170483995038151,2,1,2750,0.11,1,True,False,False
238,40.72654,-73.98049,4.605170185988092,2,127,3006,1.22,1,False,False,False
239,40.80021,-73.96070999999999,5.278114659230517,4,4,2342,0.04,1,False,True,False
240,40.80942,-73.93936,4.948759890378168,3,135,3006,1.3,3,False,False,False
241,40.719609999999996,-73.9954,4.912654885736052,2,21,1720,0.2,1,False,True,False
242,40.74358,-74.00027,6.2166061010848646,2,35,2313,0.34,1,False,False,False
243,40.80335,-73.9575,4.394449154672439,14,10,2987,2.21,2,False,True,False
244,40.71445,-73.9908,4.795790545596741,4,171,3009,1.8,2,False,False,False
245,40.757490000000004,-73.96897,4.709530201312334,200,92,2955,0.9,1,False,False,False
246,40.644459999999995,-73.9503,4.189654742026425,3,238,3000,2.3,1,False,True,False
247,40.7268,-73.99079,4.875197323201151,50,56,2981,0.58,1,False,False,False
248,40.688,-73.9171,4.605170185988092,3,111,3008,2.13,1,False,False,False
249,40.63536,-74.08537,3.6109179126442243,2,193,3011,1.85,6,True,False,False
250,40.63627,-74.08543,3.6375861597263857,2,147,2996,1.44,6,False,True,False
251,40.63518,-74.08546,3.6375861597263857,2,177,3018,1.71,6,False,False,False
252,40.72477,-73.98161,5.170483995038151,3,185,2979,1.78,2,False,False,False
253,40.74238,-73.99566999999999,5.327876168789581,9,62,3007,0.7,2,False,False,False
254,40.72945,-73.95510999999999,5.655991810819852,3,124,3002,1.22,3,False,False,False
255,40.70763,-73.95177,4.0943445622221,2,181,3009,1.77,2,False,False,False
256,40.634809999999995,-74.08519,3.6109179126442243,2,333,3018,3.19,6,False,False,False
257,40.753840000000004,-73.91433,4.605170185988092,5,441,3010,4.5,1,False,False,False
258,40.641059999999996,-73.97426,3.6888794541139363,1,45,2971,0.46,2,True,False,False
259,40.66793,-73.98326999999999,4.110873864173311,14,9,1981,0.09,2,False,True,False
260,40.81309,-73.85514,4.51085950651685,2,0,0,0.0,7,False,False,True
261,40.88057,-73.83572,4.663439094112067,2,38,3013,0.5,13,True,False,False
262,40.682359999999996,-73.94314,4.912654885736052,2,248,3011,2.39,2,False,True,False
263,40.72185,-73.98246,5.968707559985366,5,143,3005,1.38,2,False,False,False
264,40.68503,-73.95385,4.2626798770413155,3,36,2701,0.41,4,False,False,False
265,40.866479999999996,-73.9263,4.330733340286331,7,0,0,0.0,2,False,False,True
266,40.7069,-73.95467,4.110873864173311,17,14,2842,0.14,4,True,False,False
267,40.72807,-73.98594,5.303304908059076,3,0,0,0.0,1,False,True,True
268,40.6778,-73.94339000000001,4.61512051684126,3,279,3010,2.69,1,False,False,False
269,40.683170000000004,-73.94700999999999,4.2626798770413155,4,18,2837,0.22,4,False,False,False
270,40.6761,-73.9529,4.709530201312334,6,50,2981,3.55,1,False,True,False
271,40.67586,-73.95155,4.110873864173311,2,227,3013,2.27,2,False,False,False
272,40.71702,-73.99811,4.51085950651685,14,1,2837,0.16,1,False,False,False
273,40.723209999999995,-73.98156999999999,4.23410650459726,2,203,3009,1.96,2,False,False,False
274,40.77956,-73.98098,4.7535901911063645,2,210,3022,2.1,1,False,False,False
275,40.682759999999995,-73.95264,4.330733340286331,5,64,2840,0.67,1,False,False,False
276,40.71368,-73.9626,4.110873864173311,3,0,0,0.0,1,False,True,True
277,40.72956,-73.98158000000001,4.867534450455582,7,5,2838,0.15,1,False,False,False
278,40.71069,-73.95175,4.875197323201151,10,49,3015,0.48,1,False,False,False
279,40.70863,-73.94641,4.564348191467836,4,132,3023,1.27,1,False,False,False
280,40.82888,-73.94306999999999,4.330733340286331,3,20,2837,0.26,1,True,False,False
281,40.673190000000005,-73.97323,5.170483995038151,2,11,766,0.11,1,False,False,False
282,40.67846,-73.99443000000001,5.25227342804663,3,51,3017,0.57,1,False,False,False
283,40.6715,-73.94808,3.912023005428146,21,15,3016,0.15,5,False,False,False
284,40.72681,-73.98534000000001,5.3612921657094255,3,67,3011,1.31,1,False,False,False
285,40.71904,-73.99391999999999,4.564348191467836,1,109,3009,1.11,3,True,False,False
286,40.71031,-73.9583,4.948759890378168,2,9,2882,0.11,1,False,False,False
287,40.81322,-73.95306,4.912654885736052,6,187,3009,1.87,1,False,False,False
288,40.67732,-73.98225,5.017279836814924,2,214,3009,2.08,2,False,False,False
289,40.68076,-73.9896,5.25227342804663,3,69,3017,0.79,2,False,False,False
290,40.79603,-73.94903000000001,4.8283137373023015,28,22,3001,0.26,1,False,False,False
291,40.71492,-73.96282,4.912654885736052,30,56,2961,0.56,1,False,False,False
292,40.80393,-73.95838,4.812184355372417,3,93,3008,0.93,1,False,False,False
293,40.80082,-73.9652,4.700480365792417,1,104,3011,1.05,2,True,False,False
294,40.82976,-73.94866999999999,4.454347296253507,30,64,2657,0.68,1,False,False,False
295,40.683,-73.91981,4.983606621708336,3,127,3010,1.25,2,False,False,False
296,40.78971,-73.9729,5.278114659230517,11,30,2999,0.32,1,False,False,False
297,40.67817,-73.99495,5.5254529391317835,2,106,3013,1.34,3,False,False,False
298,40.731190000000005,-73.95578,4.836281906951478,3,6,2057,0.1,1,False,False,False
299,40.719429999999996,-73.99627,6.3561076606958915,2,191,3006,1.88,1,False,False,False
300,40.78,-73.98249,5.017279836814924,30,48,2997,0.55,1,False,False,False
301,40.70514,-73.91922,4.2626798770413155,5,47,3015,0.49,1,False,False,False
302,40.867129999999996,-73.92811,4.51085950651685,2,120,3016,1.27,1,False,False,False
303,40.73198,-73.98881,4.189654742026425,3,52,2845,0.63,1,False,True,False
304,40.72542,-73.97986,6.2166061010848646,2,48,3002,0.48,4,False,False,False
305,40.83494,-73.93869000000001,5.5254529391317835,3,32,2979,0.43,2,False,False,False
306,40.716590000000004,-73.98945,4.836281906951478,25,43,3003,0.42,1,False,False,False
307,40.729659999999996,-74.00243,5.303304908059076,30,39,3011,0.44,1,False,False,False
308,40.72898,-73.95551999999999,5.438079308923196,1,50,1142,0.5,1,False,False,False
309,40.87207,-73.90193000000001,4.51085950651685,30,4,2837,0.35,2,False,False,False
310,40.77728,-73.97818000000001,4.709530201312334,13,38,2881,0.39,1,False,True,False
311,40.726459999999996,-73.95340999999999,4.0943445622221,3,29,3002,0.36,1,False,False,False
312,40.71015,-73.96101,5.278114659230517,4,59,3009,0.6,1,False,False,False
313,40.71903,-73.9597,5.135798437050262,1,68,2993,0.67,2,False,False,False
314,40.80892,-73.93985,4.736198448394496,14,26,1703,0.27,3,False,False,False
315,40.80276,-73.9567,5.5254529391317835,14,31,513,0.31,1,False,False,False
316,40.77635,-73.93426,4.7535901911063645,2,198,2986,2.01,1,False,False,False
317,40.72488,-73.95018,4.02535169073515,2,1,0,0.01,1,False,True,False
318,40.71398,-73.95763000000001,4.248495242049359,2,220,3008,2.17,2,False,True,False
319,40.718759999999996,-73.98394,5.017279836814924,3,286,3013,2.81,1,False,False,False
320,40.66552,-73.99019,5.135798437050262,2,398,3014,3.97,3,False,False,False
321,40.73749,-73.95291999999999,5.19295685089021,3,36,3017,0.36,28,False,False,False
322,40.76248,-73.9913,5.017279836814924,3,36,3000,0.36,1,False,False,False
323,40.68674,-73.98876,4.912654885736052,4,6,1775,0.1,1,False,True,False
324,40.6848,-73.96219,5.860786223465865,6,14,2945,0.3,1,False,False,False
325,40.70516,-73.95455,4.795790545596741,14,76,2925,0.76,6,False,False,False
326,40.723290000000006,-73.98486,4.276666119016055,2,182,3020,1.81,1,False,False,False
327,40.737759999999994,-73.95326999999999,5.857933154483459,3,8,1826,0.09,28,False,False,False
328,40.73738,-73.95482,5.857933154483459,3,7,2979,0.07,28,False,False,False
329,40.67542,-73.98142,5.111987788356544,30,34,2738,0.51,2,False,False,False
330,40.73842,-73.95312,5.521460917862246,3,2,45,0.02,28,False,False,False
331,40.6926,-73.99831999999999,4.61512051684126,3,66,1999,0.68,2,False,True,False
332,40.69441,-73.99771,5.303304908059076,3,80,3016,0.85,2,False,False,False
333,40.72399,-73.98374,5.135798437050262,4,240,2992,2.4,1,False,False,False
334,40.6824,-73.94615,5.225746673713202,3,46,3018,1.07,1,False,False,False
335,40.68949,-73.91708,4.189654742026425,2,228,2996,2.27,1,False,False,False
